seq_id	source_tag	primary_tag	start	end	score	strand	frame	Alias	Dbxref	eC_number	gene	ID	Name	note	Ontology_term	Parent	product	score.1	log2FC_2mM_vs_C	padj_2mM_vs_C	log2FC_12mM_vs_2mM	padj_12mM_vs_2mM	log2FC_12mM_vs_C	padj_12mM_vs_C	log2FC_24mM_vs_2mM	padj_24mM_vs_2mM	log2FC_24mM_vs_12mM	padj_24mM_vs_12mM	log2FC_24mM_vs_C	padj_24mM_vs_C
Chrooco029_1	PROKKA	mRNA	1458432	1459799	.	1	.		PFAM:PF13692			DGKELBDO_01437-T1		COG:M, EggNog:ENOG501G4NH		DGKELBDO_01437	hypothetical protein													
Chrooco029_1	PROKKA	exon	1458432	1459799	.	1	.					DGKELBDO_01437-T1.exon1				DGKELBDO_01437-T1														
Chrooco029_1	PROKKA	CDS	1458432	1459799	.	1	0					DGKELBDO_01437-T1.cds				DGKELBDO_01437-T1														
Chrooco029_1	PROKKA	gene	1459816	1460958	.	1	.	glf				DGKELBDO_01438	rfbD_1						-0.338399999999998	0.06127829163182	-0.277533333333333	0.178690778690201	-0.615933333333331	0.00216605886576	-0.202500000000001	0.240761593213442	0.075033333333332	0.839885881925787	-0.540899999999999	0.003665498822929
Chrooco029_1	PROKKA	mRNA	1459816	1460958	.	1	.	glf	InterPro:IPR004379, PFAM:PF13450, InterPro:IPR015899, PFAM:PF03275	5.4.99.9		DGKELBDO_01438-T1		COG:M, EggNog:ENOG501G3KR, KEGG:K01854, UniProtKB:Q48485	GO:0050660, GO:0008767, GO:0005829	DGKELBDO_01438	UDP-galactopyranose mutase													
Chrooco029_1	PROKKA	exon	1459816	1460958	.	1	.					DGKELBDO_01438-T1.exon1				DGKELBDO_01438-T1														
Chrooco029_1	PROKKA	CDS	1459816	1460958	.	1	0					DGKELBDO_01438-T1.cds				DGKELBDO_01438-T1														
Chrooco029_1	PROKKA	gene	1460933	1463131	.	1	.					DGKELBDO_01439	rfbD,  rmlD						-0.131933333333327	0.143359291617559	-0.003266666666669	0.981345532812103	-0.135199999999996	0.107271803707273	0.121099999999997	0.173218231816925	0.124366666666665	0.394819864045185	-0.010833333333331	0.898373153061226
Chrooco029_1	PROKKA	mRNA	1460933	1463131	.	1	.		InterPro:IPR005913, InterPro:IPR001360, PFAM:PF01370, InterPro:IPR029903, InterPro:IPR036291, PFAM:PF04321, InterPro:IPR017853, PFAM:PF01073, PFAM:PF00232	1.1.1.133		DGKELBDO_01439-T1		EggNog:ENOG501G1JP, COG:G, COG:M, KEGG:K00067, CAZy:GH1	GO:0005975, GO:0004553	DGKELBDO_01439	hypothetical protein													
Chrooco029_1	PROKKA	exon	1460933	1463131	.	1	.					DGKELBDO_01439-T1.exon1				DGKELBDO_01439-T1														
Chrooco029_1	PROKKA	CDS	1460933	1463131	.	1	0					DGKELBDO_01439-T1.cds				DGKELBDO_01439-T1														
Chrooco029_1	PROKKA	gene	1463263	1463916	.	-1	.					DGKELBDO_01440							0.976633333333334	2.35801969222013E-06	0.177766666666667	0.080587302400136	1.1544	1.98566999634866E-07	0.194566666666663	0.032225708224124	0.016799999999996	0.937884219504047	1.1712	1.07365357504666E-07
Chrooco029_1	PROKKA	mRNA	1463263	1463916	.	-1	.		InterPro:IPR011008			DGKELBDO_01440-T1		COG:S, EggNog:ENOG501G636		DGKELBDO_01440	hypothetical protein													
Chrooco029_1	PROKKA	exon	1463263	1463916	.	-1	.					DGKELBDO_01440-T1.exon1				DGKELBDO_01440-T1														
Chrooco029_1	PROKKA	CDS	1463263	1463916	.	-1	0					DGKELBDO_01440-T1.cds				DGKELBDO_01440-T1														
Chrooco029_1	PROKKA	gene	1464041	1464916	.	-1	.					DGKELBDO_01441	rhaR_2																	
Chrooco029_1	PROKKA	mRNA	1464041	1464916	.	-1	.		InterPro:IPR050204, InterPro:IPR020449, InterPro:IPR018062, PFAM:PF12833, InterPro:IPR009057, PFAM:PF00165, InterPro:IPR018060			DGKELBDO_01441-T1		HAMAP:MF_01533, COG:K, KEGG:K07506, EggNog:ENOG501G37I	GO:0006355, GO:0043565, GO:0003700	DGKELBDO_01441	HTH-type transcriptional activator RhaR													
Chrooco029_1	PROKKA	exon	1464041	1464916	.	-1	.					DGKELBDO_01441-T1.exon1				DGKELBDO_01441-T1														
Chrooco029_1	PROKKA	CDS	1464041	1464916	.	-1	0					DGKELBDO_01441-T1.cds				DGKELBDO_01441-T1														
Chrooco029_1	PROKKA	gene	1465020	1465343	.	1	.					DGKELBDO_01442																		
Chrooco029_1	PROKKA	mRNA	1465020	1465343	.	1	.		InterPro:IPR009057, InterPro:IPR007367, PFAM:PF04255, InterPro:IPR036388			DGKELBDO_01442-T1		COG:S, EggNog:ENOG501G72R		DGKELBDO_01442	hypothetical protein													
Chrooco029_1	PROKKA	exon	1465020	1465343	.	1	.					DGKELBDO_01442-T1.exon1				DGKELBDO_01442-T1														
Chrooco029_1	PROKKA	CDS	1465020	1465343	.	1	0					DGKELBDO_01442-T1.cds				DGKELBDO_01442-T1														
Chrooco029_1	PROKKA	gene	1465997	1466899	.	1	.					DGKELBDO_01443																		
Chrooco029_1	PROKKA	mRNA	1465997	1466899	.	1	.		InterPro:IPR027417, InterPro:IPR051396, InterPro:IPR041685, PFAM:PF13175			DGKELBDO_01443-T1		COG:L, EggNog:ENOG502I6SR		DGKELBDO_01443	hypothetical protein													
Chrooco029_1	PROKKA	exon	1465997	1466899	.	1	.					DGKELBDO_01443-T1.exon1				DGKELBDO_01443-T1														
Chrooco029_1	PROKKA	CDS	1465997	1466899	.	1	0					DGKELBDO_01443-T1.cds				DGKELBDO_01443-T1														
Chrooco029_1	PROKKA	gene	1466965	1467174	.	1	.					DGKELBDO_01444																		
Chrooco029_1	PROKKA	mRNA	1466965	1467174	.	1	.					DGKELBDO_01444-T1		EggNog:ENOG501GAF5		DGKELBDO_01444	hypothetical protein													
Chrooco029_1	PROKKA	exon	1466965	1467174	.	1	.					DGKELBDO_01444-T1.exon1				DGKELBDO_01444-T1														
Chrooco029_1	PROKKA	CDS	1466965	1467174	.	1	0					DGKELBDO_01444-T1.cds				DGKELBDO_01444-T1														
Chrooco029_1	PROKKA	gene	1467227	1467529	.	-1	.					DGKELBDO_01445																		
Chrooco029_1	PROKKA	mRNA	1467227	1467529	.	-1	.		ISFinder:ISMae3, InterPro:IPR005063, InterPro:IPR051354, PFAM:PF03400			DGKELBDO_01445-T1		COG1662, EggNog:ENOG501G4JC, COG:L	GO:0003677, GO:0004803, GO:0006313	DGKELBDO_01445	IS1 family transposase ISMae3													
Chrooco029_1	PROKKA	exon	1467227	1467529	.	-1	.					DGKELBDO_01445-T1.exon1				DGKELBDO_01445-T1														
Chrooco029_1	PROKKA	CDS	1467227	1467529	.	-1	0					DGKELBDO_01445-T1.cds				DGKELBDO_01445-T1														
Chrooco029_1	PROKKA	gene	1467535	1467918	.	-1	.					DGKELBDO_01446																		
Chrooco029_1	PROKKA	mRNA	1467535	1467918	.	-1	.		InterPro:IPR009057			DGKELBDO_01446-T1		EggNog:ENOG501GQK2, COG:L		DGKELBDO_01446	hypothetical protein													
Chrooco029_1	PROKKA	exon	1467535	1467918	.	-1	.					DGKELBDO_01446-T1.exon1				DGKELBDO_01446-T1														
Chrooco029_1	PROKKA	CDS	1467535	1467918	.	-1	0					DGKELBDO_01446-T1.cds				DGKELBDO_01446-T1														
Chrooco029_1	PROKKA	gene	1468313	1469461	.	1	.					DGKELBDO_01447	recF_1						0.015433333333334	0.962337279764527	0.233633333333332	0.498906580460501	0.249066666666666	0.32736014700076	0.043033333333332	0.892865463201084	-0.1906	0.705980763337976	0.058466666666666	0.823068992382667
Chrooco029_1	PROKKA	mRNA	1468313	1469461	.	1	.		InterPro:IPR003959, InterPro:IPR027417, PFAM:PF13555, InterPro:IPR014555, PFAM:PF13476, PFAM:PF13304			DGKELBDO_01447-T1		EggNog:ENOG501G1CK, COG:S, HAMAP:MF_00365	GO:0005524, GO:0016887, GO:0000731, GO:0006302	DGKELBDO_01447	DNA replication and repair protein RecF													
Chrooco029_1	PROKKA	exon	1468313	1469461	.	1	.					DGKELBDO_01447-T1.exon1				DGKELBDO_01447-T1														
Chrooco029_1	PROKKA	CDS	1468313	1469461	.	1	0					DGKELBDO_01447-T1.cds				DGKELBDO_01447-T1														
Chrooco029_1	PROKKA	gene	1469458	1470069	.	1	.					DGKELBDO_01448																		
Chrooco029_1	PROKKA	mRNA	1469458	1470069	.	1	.					DGKELBDO_01448-T1		EggNog:ENOG504NY5P		DGKELBDO_01448	hypothetical protein													
Chrooco029_1	PROKKA	exon	1469458	1470069	.	1	.					DGKELBDO_01448-T1.exon1				DGKELBDO_01448-T1														
Chrooco029_1	PROKKA	CDS	1469458	1470069	.	1	0					DGKELBDO_01448-T1.cds				DGKELBDO_01448-T1														
Chrooco029_1	PROKKA	gene	1470266	1470961	.	-1	.	inhA				DGKELBDO_01449	inhA_3						4.8616	7.24679908492547E-05	-0.270499999999995	0.787561988502106	4.59110000000001	4.46841291150034E-05	-1.21246666666666	0.096050597180388	-0.941966666666669	0.433985855349228	3.64913333333334	0.00014919851445
Chrooco029_1	PROKKA	mRNA	1470266	1470961	.	-1	.	inhA	PFAM:PF01965, InterPro:IPR029062, InterPro:IPR052158, InterPro:IPR002818	4.2.1.103		DGKELBDO_01449-T1		EggNog:ENOG501G2VT, COG:S, MEROPS:MER0014721, KEGG:K18199, UniProtKB:Q8G9F9	GO:0006355	DGKELBDO_01449	Isonitrile hydratase													
Chrooco029_1	PROKKA	exon	1470266	1470961	.	-1	.					DGKELBDO_01449-T1.exon1				DGKELBDO_01449-T1														
Chrooco029_1	PROKKA	CDS	1470266	1470961	.	-1	0					DGKELBDO_01449-T1.cds				DGKELBDO_01449-T1														
Chrooco029_1	PROKKA	gene	1471054	1471770	.	1	.					DGKELBDO_01450																		
Chrooco029_1	PROKKA	mRNA	1471054	1471770	.	1	.		InterPro:IPR029016, PFAM:PF00196, InterPro:IPR016032, PFAM:PF01590, InterPro:IPR003018, InterPro:IPR000792, InterPro:IPR036388			DGKELBDO_01450-T1		EggNog:ENOG50COG2197, COG:K	GO:0006355, GO:0003677, GO:0005515	DGKELBDO_01450	hypothetical protein													
Chrooco029_1	PROKKA	exon	1471054	1471770	.	1	.					DGKELBDO_01450-T1.exon1				DGKELBDO_01450-T1														
Chrooco029_1	PROKKA	CDS	1471054	1471770	.	1	0					DGKELBDO_01450-T1.cds				DGKELBDO_01450-T1														
Chrooco029_1	PROKKA	gene	1472187	1472582	.	1	.					DGKELBDO_01451							0.198933333333335	0.174940577971436	0.031733333333337	0.885141583776565	0.230666666666671	0.093859522963846	0.056433333333331	0.722775812275128	0.024699999999994	0.942751195321515	0.255366666666665	0.06011329257203
Chrooco029_1	PROKKA	mRNA	1472187	1472582	.	1	.					DGKELBDO_01451-T1		EggNog:ENOG501GF53		DGKELBDO_01451	hypothetical protein													
Chrooco029_1	PROKKA	exon	1472187	1472582	.	1	.					DGKELBDO_01451-T1.exon1				DGKELBDO_01451-T1														
Chrooco029_1	PROKKA	CDS	1472187	1472582	.	1	0					DGKELBDO_01451-T1.cds				DGKELBDO_01451-T1														
Chrooco029_1	PROKKA	gene	1472604	1473368	.	1	.					DGKELBDO_01452																		
Chrooco029_1	PROKKA	mRNA	1472604	1473368	.	1	.					DGKELBDO_01452-T1		EggNog:ENOG501GED8		DGKELBDO_01452	hypothetical protein													
Chrooco029_1	PROKKA	exon	1472604	1473368	.	1	.					DGKELBDO_01452-T1.exon1				DGKELBDO_01452-T1														
Chrooco029_1	PROKKA	CDS	1472604	1473368	.	1	0					DGKELBDO_01452-T1.cds				DGKELBDO_01452-T1														
Chrooco029_1	PROKKA	gene	1473429	1473950	.	1	.					DGKELBDO_01453																		
Chrooco029_1	PROKKA	mRNA	1473429	1473950	.	1	.					DGKELBDO_01453-T1		EggNog:ENOG501G6NB		DGKELBDO_01453	hypothetical protein													
Chrooco029_1	PROKKA	exon	1473429	1473950	.	1	.					DGKELBDO_01453-T1.exon1				DGKELBDO_01453-T1														
Chrooco029_1	PROKKA	CDS	1473429	1473950	.	1	0					DGKELBDO_01453-T1.cds				DGKELBDO_01453-T1														
Chrooco029_1	PROKKA	gene	1474007	1474243	.	1	.					DGKELBDO_01454	vapB						0.562733333333336	0.023307559667564	0.263133333333336	0.340856708671383	0.825866666666672	0.001909773133604	0.948000000000002	0.001414703544615	0.684866666666666	0.056780536973116	1.51073333333334	2.16132441936531E-05
Chrooco029_1	PROKKA	mRNA	1474007	1474243	.	1	.		InterPro:IPR051416, InterPro:IPR036165			DGKELBDO_01454-T1		EggNog:ENOG501GM37, COG:D,  positive regulation of growth		DGKELBDO_01454	vapB antitoxin													
Chrooco029_1	PROKKA	exon	1474007	1474243	.	1	.					DGKELBDO_01454-T1.exon1				DGKELBDO_01454-T1														
Chrooco029_1	PROKKA	CDS	1474007	1474243	.	1	0					DGKELBDO_01454-T1.cds				DGKELBDO_01454-T1														
Chrooco029_1	PROKKA	gene	1474240	1474623	.	1	.					DGKELBDO_01455	vapC						0.290166666666668	0.139230487364626	0.088033333333334	0.738805579966021	0.378200000000001	0.044319429523604	0.180033333333332	0.358243276670277	0.091999999999999	0.820539772096078	0.4702	0.014642895071214
Chrooco029_1	PROKKA	mRNA	1474240	1474623	.	1	.		InterPro:IPR052919, InterPro:IPR029060, PFAM:PF01850, InterPro:IPR002716, InterPro:IPR041705			DGKELBDO_01455-T1		COG:S, EggNog:ENOG501GKM8		DGKELBDO_01455	vapC toxin													
Chrooco029_1	PROKKA	exon	1474240	1474623	.	1	.					DGKELBDO_01455-T1.exon1				DGKELBDO_01455-T1														
Chrooco029_1	PROKKA	CDS	1474240	1474623	.	1	0					DGKELBDO_01455-T1.cds				DGKELBDO_01455-T1														
Chrooco029_1	PROKKA	gene	1474586	1474825	.	1	.					DGKELBDO_01456																		
Chrooco029_1	PROKKA	mRNA	1474586	1474825	.	1	.					DGKELBDO_01456-T1				DGKELBDO_01456	hypothetical protein													
Chrooco029_1	PROKKA	exon	1474586	1474825	.	1	.					DGKELBDO_01456-T1.exon1				DGKELBDO_01456-T1														
Chrooco029_1	PROKKA	CDS	1474586	1474825	.	1	0					DGKELBDO_01456-T1.cds				DGKELBDO_01456-T1														
Chrooco029_1	PROKKA	gene	1474825	1475748	.	1	.					DGKELBDO_01457																		
Chrooco029_1	PROKKA	mRNA	1474825	1475748	.	1	.		InterPro:IPR050426, InterPro:IPR002213, PFAM:PF03033, InterPro:IPR004276	2.4.1.173		DGKELBDO_01457-T1		COG:C, COG:G, EggNog:ENOG501G036	GO:0005975, GO:0030259, GO:0008194, GO:0016758	DGKELBDO_01457	hypothetical protein													
Chrooco029_1	PROKKA	exon	1474825	1475748	.	1	.					DGKELBDO_01457-T1.exon1				DGKELBDO_01457-T1														
Chrooco029_1	PROKKA	CDS	1474825	1475748	.	1	0					DGKELBDO_01457-T1.cds				DGKELBDO_01457-T1														
Chrooco029_1	PROKKA	gene	1475745	1476101	.	1	.					DGKELBDO_01458	tylN																	
Chrooco029_1	PROKKA	mRNA	1475745	1476101	.	1	.		PFAM:PF06722, PFAM:PF04101, InterPro:IPR010610, InterPro:IPR050426	2.4.1.317		DGKELBDO_01458-T1		EggNog:ENOG501G3IM, UniProtKB:O70023, COG:C, COG:G		DGKELBDO_01458	O-mycaminosyltylonolide 6-deoxyallosyltransferase													
Chrooco029_1	PROKKA	exon	1475745	1476101	.	1	.					DGKELBDO_01458-T1.exon1				DGKELBDO_01458-T1														
Chrooco029_1	PROKKA	CDS	1475745	1476101	.	1	0					DGKELBDO_01458-T1.cds				DGKELBDO_01458-T1														
Chrooco029_1	PROKKA	gene	1476359	1476568	.	1	.					DGKELBDO_01459	brnT																	
Chrooco029_1	PROKKA	mRNA	1476359	1476568	.	1	.		InterPro:IPR007460, PFAM:PF04365, InterPro:IPR038573			DGKELBDO_01459-T1		COG:S, KEGG:K09803, EggNog:ENOG501G8FA		DGKELBDO_01459	brnT toxin													
Chrooco029_1	PROKKA	exon	1476359	1476568	.	1	.					DGKELBDO_01459-T1.exon1				DGKELBDO_01459-T1														
Chrooco029_1	PROKKA	CDS	1476359	1476568	.	1	0					DGKELBDO_01459-T1.cds				DGKELBDO_01459-T1														
Chrooco029_1	PROKKA	gene	1476571	1476828	.	1	.					DGKELBDO_01460	brnA																	
Chrooco029_1	PROKKA	mRNA	1476571	1476828	.	1	.		PFAM:PF14384, InterPro:IPR025528			DGKELBDO_01460-T1		COG:S, EggNog:ENOG501G7ND		DGKELBDO_01460	brnA antitoxin													
Chrooco029_1	PROKKA	exon	1476571	1476828	.	1	.					DGKELBDO_01460-T1.exon1				DGKELBDO_01460-T1														
Chrooco029_1	PROKKA	CDS	1476571	1476828	.	1	0					DGKELBDO_01460-T1.cds				DGKELBDO_01460-T1														
Chrooco029_1	PROKKA	gene	1476993	1477928	.	1	.					DGKELBDO_01461																		
Chrooco029_1	PROKKA	mRNA	1476993	1477928	.	1	.		PFAM:PF18928, InterPro:IPR043733			DGKELBDO_01461-T1				DGKELBDO_01461	hypothetical protein													
Chrooco029_1	PROKKA	exon	1476993	1477928	.	1	.					DGKELBDO_01461-T1.exon1				DGKELBDO_01461-T1														
Chrooco029_1	PROKKA	CDS	1476993	1477928	.	1	0					DGKELBDO_01461-T1.cds				DGKELBDO_01461-T1														
Chrooco029_1	PROKKA	gene	1478033	1478377	.	1	.					DGKELBDO_01462							0.360633333333336	0.021459474497427	-0.148900000000001	0.392847506482063	0.211733333333335	0.115642301454957	-0.045000000000002	0.779630093062586	0.103899999999999	0.690308511009413	0.315633333333334	0.023035461082205
Chrooco029_1	PROKKA	mRNA	1478033	1478377	.	1	.		InterPro:IPR011008, InterPro:IPR007138, PFAM:PF03992			DGKELBDO_01462-T1		COG:S, EggNog:ENOG501RWHT		DGKELBDO_01462	hypothetical protein													
Chrooco029_1	PROKKA	exon	1478033	1478377	.	1	.					DGKELBDO_01462-T1.exon1				DGKELBDO_01462-T1														
Chrooco029_1	PROKKA	CDS	1478033	1478377	.	1	0					DGKELBDO_01462-T1.cds				DGKELBDO_01462-T1														
Chrooco029_1	PROKKA	gene	1478860	1479246	.	1	.					DGKELBDO_01463							-0.255466666666671	0.107218261840934	-0.119166666666665	0.549774890278785	-0.374633333333335	0.017873260588376	-0.270633333333333	0.088622316364192	-0.151466666666668	0.573624064598269	-0.526100000000003	0.002261098368212
Chrooco029_1	PROKKA	mRNA	1478860	1479246	.	1	.		PFAM:PF14534, InterPro:IPR032710, InterPro:IPR027843			DGKELBDO_01463-T1		COG:S, EggNog:ENOG501GDPG		DGKELBDO_01463	hypothetical protein													
Chrooco029_1	PROKKA	exon	1478860	1479246	.	1	.					DGKELBDO_01463-T1.exon1				DGKELBDO_01463-T1														
Chrooco029_1	PROKKA	CDS	1478860	1479246	.	1	0					DGKELBDO_01463-T1.cds				DGKELBDO_01463-T1														
Chrooco029_1	PROKKA	gene	1479321	1479482	.	1	.					DGKELBDO_01464																		
Chrooco029_1	PROKKA	mRNA	1479321	1479482	.	1	.					DGKELBDO_01464-T1				DGKELBDO_01464	hypothetical protein													
Chrooco029_1	PROKKA	exon	1479321	1479482	.	1	.					DGKELBDO_01464-T1.exon1				DGKELBDO_01464-T1														
Chrooco029_1	PROKKA	CDS	1479321	1479482	.	1	0					DGKELBDO_01464-T1.cds				DGKELBDO_01464-T1														
Chrooco029_1	PROKKA	gene	1479459	1479704	.	-1	.					DGKELBDO_01465																		
Chrooco029_1	PROKKA	mRNA	1479459	1479704	.	-1	.		InterPro:IPR010985, PFAM:PF07878, InterPro:IPR012869			DGKELBDO_01465-T1		COG:S, EggNog:ENOG501G9XN	GO:0006355	DGKELBDO_01465	hypothetical protein													
Chrooco029_1	PROKKA	exon	1479459	1479704	.	-1	.					DGKELBDO_01465-T1.exon1				DGKELBDO_01465-T1														
Chrooco029_1	PROKKA	CDS	1479459	1479704	.	-1	0					DGKELBDO_01465-T1.cds				DGKELBDO_01465-T1														
Chrooco029_1	PROKKA	gene	1479761	1480585	.	1	.	map-1, map				DGKELBDO_01466	map_1						0.025133333333335	0.946565742895253	-0.202833333333334	0.621390333789912	-0.1777	0.555907387245013	-0.4594	0.144987350440767	-0.256566666666666	0.647617009644966	-0.434266666666666	0.127195944457322
Chrooco029_1	PROKKA	mRNA	1479761	1480585	.	1	.	map-1, map	PFAM:PF00557, InterPro:IPR000994, InterPro:IPR001714, InterPro:IPR036005, InterPro:IPR002467	3.4.11.18		DGKELBDO_01466-T1		COG:J, EggNog:ENOG501G1IQ, KEGG:K01265, UniProtKB:Q9ZCD3, MEROPS:MER0001243, COG0024	GO:0070084, GO:0006508, GO:0070006, GO:0005829	DGKELBDO_01466	matrix AAA protease MAP-1													
Chrooco029_1	PROKKA	exon	1479761	1480585	.	1	.					DGKELBDO_01466-T1.exon1				DGKELBDO_01466-T1														
Chrooco029_1	PROKKA	CDS	1479761	1480585	.	1	0					DGKELBDO_01466-T1.cds				DGKELBDO_01466-T1														
Chrooco029_1	PROKKA	gene	1480990	1481235	.	-1	.					DGKELBDO_01467																		
Chrooco029_1	PROKKA	mRNA	1480990	1481235	.	-1	.					DGKELBDO_01467-T1				DGKELBDO_01467	hypothetical protein													
Chrooco029_1	PROKKA	exon	1480990	1481235	.	-1	.					DGKELBDO_01467-T1.exon1				DGKELBDO_01467-T1														
Chrooco029_1	PROKKA	CDS	1480990	1481235	.	-1	0					DGKELBDO_01467-T1.cds				DGKELBDO_01467-T1														
Chrooco029_1	PROKKA	gene	1481413	1483050	.	-1	.	pyrG,  CTPS				DGKELBDO_01468	pyrG_1						-0.156566666666667	0.101593388885354	-0.029966666666667	0.826522181080832	-0.186533333333333	0.040508386202224	-0.045000000000002	0.653783221220266	-0.015033333333335	0.945550093279959	-0.201566666666668	0.025853304545906
Chrooco029_1	PROKKA	mRNA	1481413	1483050	.	-1	.	pyrG,  CTPS	InterPro:IPR027417, InterPro:IPR033828, PFAM:PF07722, PFAM:PF06418, InterPro:IPR029062, InterPro:IPR017456, InterPro:IPR004468, PFAM:PF00117, InterPro:IPR017926	6.3.4.2		DGKELBDO_01468-T1		EggNog:ENOG501G0ET, UniProtKB:P99072, COG:F, MEROPS:MER0437468, KEGG:K01937	GO:0042802, GO:0003883, GO:0006221, GO:0019856, GO:0006241, GO:0005829	DGKELBDO_01468	CTP synthase													
Chrooco029_1	PROKKA	exon	1481413	1483050	.	-1	.					DGKELBDO_01468-T1.exon1				DGKELBDO_01468-T1														
Chrooco029_1	PROKKA	CDS	1481413	1483050	.	-1	0					DGKELBDO_01468-T1.cds				DGKELBDO_01468-T1														
Chrooco029_1	PROKKA	gene	1483245	1485044	.	1	.					DGKELBDO_01469	amiABC						-0.081499999999998	0.476129496698851	-0.066066666666671	0.651309951105725	-0.14756666666667	0.151670920241493	-0.066633333333336	0.565547956294229	-0.000566666666664	0.998057967257205	-0.148133333333334	0.137758178525001
Chrooco029_1	PROKKA	mRNA	1483245	1485044	.	1	.		PFAM:PF08239, InterPro:IPR050695, InterPro:IPR003646, PFAM:PF01520, InterPro:IPR002508	3.5.1.28		DGKELBDO_01469-T1		COG:M, KEGG:K01448, EggNog:ENOG501G08T	GO:0008745, GO:0009253, GO:0000910, GO:0030288	DGKELBDO_01469	hypothetical protein													
Chrooco029_1	PROKKA	exon	1483245	1485044	.	1	.					DGKELBDO_01469-T1.exon1				DGKELBDO_01469-T1														
Chrooco029_1	PROKKA	CDS	1483245	1485044	.	1	0					DGKELBDO_01469-T1.cds				DGKELBDO_01469-T1														
Chrooco029_1	PROKKA	gene	1485075	1485632	.	-1	.					DGKELBDO_01470																		
Chrooco029_1	PROKKA	mRNA	1485075	1485632	.	-1	.					DGKELBDO_01470-T1		COG:M, EggNog:ENOG501G7ZN		DGKELBDO_01470	hypothetical protein													
Chrooco029_1	PROKKA	exon	1485075	1485632	.	-1	.					DGKELBDO_01470-T1.exon1				DGKELBDO_01470-T1														
Chrooco029_1	PROKKA	CDS	1485075	1485632	.	-1	0					DGKELBDO_01470-T1.cds				DGKELBDO_01470-T1														
Chrooco029_1	PROKKA	gene	1485792	1486622	.	-1	.					DGKELBDO_01471																		
Chrooco029_1	PROKKA	mRNA	1485792	1486622	.	-1	.		InterPro:IPR027805, ISFinder:ISNpu11, PFAM:PF01609, PFAM:PF13359, InterPro:IPR047959, InterPro:IPR027806, PFAM:PF13613			DGKELBDO_01471-T1		COG:L, COG3039, EggNog:ENOG501G1SW		DGKELBDO_01471	IS5 family transposase ISNpu11													
Chrooco029_1	PROKKA	exon	1485792	1486622	.	-1	.					DGKELBDO_01471-T1.exon1				DGKELBDO_01471-T1														
Chrooco029_1	PROKKA	CDS	1485792	1486622	.	-1	0					DGKELBDO_01471-T1.cds				DGKELBDO_01471-T1														
Chrooco029_1	PROKKA	gene	1486708	1487043	.	-1	.					DGKELBDO_01472																		
Chrooco029_1	PROKKA	mRNA	1486708	1487043	.	-1	.					DGKELBDO_01472-T1				DGKELBDO_01472	hypothetical protein													
Chrooco029_1	PROKKA	exon	1486708	1487043	.	-1	.					DGKELBDO_01472-T1.exon1				DGKELBDO_01472-T1														
Chrooco029_1	PROKKA	CDS	1486708	1487043	.	-1	0					DGKELBDO_01472-T1.cds				DGKELBDO_01472-T1														
Chrooco029_1	PROKKA	gene	1487114	1487362	.	1	.					DGKELBDO_01473																		
Chrooco029_1	PROKKA	mRNA	1487114	1487362	.	1	.					DGKELBDO_01473-T1		EggNog:ENOG501GA3T		DGKELBDO_01473	hypothetical protein													
Chrooco029_1	PROKKA	exon	1487114	1487362	.	1	.					DGKELBDO_01473-T1.exon1				DGKELBDO_01473-T1														
Chrooco029_1	PROKKA	CDS	1487114	1487362	.	1	0					DGKELBDO_01473-T1.cds				DGKELBDO_01473-T1														
Chrooco029_1	PROKKA	gene	1487614	1487967	.	1	.					DGKELBDO_01474							0.632200000000003	0.098665556794012	-0.9671	0.036060033656707	-0.334899999999998	0.336517804142823	-1.5071	0.001731358705777	-0.539999999999999	0.377163947517434	-0.874899999999997	0.017493172793642
Chrooco029_1	PROKKA	mRNA	1487614	1487967	.	1	.		PFAM:PF08872, InterPro:IPR014971			DGKELBDO_01474-T1		COG:S, EggNog:ENOG501GP62		DGKELBDO_01474	hypothetical protein													
Chrooco029_1	PROKKA	exon	1487614	1487967	.	1	.					DGKELBDO_01474-T1.exon1				DGKELBDO_01474-T1														
Chrooco029_1	PROKKA	CDS	1487614	1487967	.	1	0					DGKELBDO_01474-T1.cds				DGKELBDO_01474-T1														
Chrooco029_1	PROKKA	gene	1488115	1489395	.	-1	.					DGKELBDO_01475	mshA_9						-0.340500000000002	0.012797000211191	-0.602133333333331	0.001400497157301	-0.942633333333333	1.06587768983892E-05	-0.916633333333335	3.47718818258072E-05	-0.314500000000004	0.09779514650809	-1.25713333333334	7.56227241485975E-07
Chrooco029_1	PROKKA	mRNA	1488115	1489395	.	-1	.		PFAM:PF13439, PFAM:PF13579, PFAM:PF00534, InterPro:IPR050194, PFAM:PF13692, PFAM:PF20706, PFAM:PF13524, InterPro:IPR001296, InterPro:IPR028098	2.4.1.250		DGKELBDO_01475-T1		CAZy:GT5, COG:M, COG0438, UniProtKB:Q8NTA6, EggNog:ENOG501G1UM, CAZy:GT4	GO:0016757, GO:0016758	DGKELBDO_01475	D-inositol 3-phosphate glycosyltransferase													
Chrooco029_1	PROKKA	exon	1488115	1489395	.	-1	.					DGKELBDO_01475-T1.exon1				DGKELBDO_01475-T1														
Chrooco029_1	PROKKA	CDS	1488115	1489395	.	-1	0					DGKELBDO_01475-T1.cds				DGKELBDO_01475-T1														
